Median_Household_Income_2018,PCTPOVALL_2018,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_prevalence,diabetes_prevalence,COPD_prevalence,Heart disease_number
81002.0,9.9,18.8,34.9,25.3,10.1,6.3,6.2
41156.0,18.6,37.4,13.5,36.1,15.7,12.4,11.0
80734.0,7.6,23.4,39.9,33.8,11.2,6.2,6.0
61579.0,9.9,36.2,26.7,38.2,11.3,8.5,7.5
37026.0,19.7,41.1,15.0,37.5,16.0,12.2,11.7
38187.0,22.7,44.8,11.7,37.8,19.9,12.0,11.3
47363.0,16.0,37.4,15.3,38.8,12.7,9.8,9.2
47825.0,16.3,38.4,17.3,37.7,11.9,8.5,8.0
44635.0,15.6,39.6,13.8,37.0,14.7,12.8,11.6
46490.0,24.6,27.9,13.9,37.3,12.5,7.2,7.2
36765.0,25.2,39.3,9.7,38.0,17.2,10.9,10.3
88384.0,7.3,18.1,44.5,34.7,9.0,5.1,5.1
49494.0,15.9,38.7,19.6,34.3,13.3,10.7,8.9
57705.0,10.8,43.2,18.0,34.7,12.1,9.1,8.2
42483.0,22.4,38.1,12.3,34.1,16.1,10.9,10.0
46862.0,12.9,26.4,27.9,36.5,10.7,7.0,7.8
52510.0,11.4,29.3,35.7,27.9,11.3,7.8,7.8
55159.0,12.1,36.6,16.9,30.5,11.2,6.8,8.9
55418.0,14.8,32.4,28.5,27.4,15.8,10.1,11.2
84470.0,6.2,28.3,37.5,30.6,10.4,6.2,6.4
41906.0,12.5,35.0,26.2,39.0,14.2,9.3,10.0
46326.0,15.1,39.1,14.5,32.9,11.6,8.4,8.4
33218.0,34.2,35.8,11.2,41.9,18.3,16.1,12.5
51203.0,16.1,36.7,16.8,35.6,14.5,12.5,9.9
61807.0,9.8,32.7,29.7,30.4,9.2,6.2,7.0
52010.0,9.9,37.3,16.7,35.4,11.3,6.9,8.3
39522.0,23.7,39.3,17.0,41.1,19.2,10.2,9.7
42258.0,21.5,38.4,11.4,37.0,15.2,12.5,10.9
59142.0,9.4,39.4,21.9,36.0,11.7,9.7,8.2
44903.0,17.5,32.9,17.7,37.0,15.2,10.6,9.5
47685.0,16.1,32.0,18.3,37.1,12.0,6.6,5.5
45234.0,20.2,34.3,18.5,41.1,14.2,9.1,7.6
60379.0,9.3,40.1,17.4,37.2,12.6,9.9,7.9
40546.0,19.7,36.3,14.9,36.1,16.1,11.3,10.1
53884.0,16.2,33.6,21.0,35.8,11.5,8.4,7.5
64850.0,7.4,25.5,34.0,23.5,9.3,6.7,7.0
57256.0,8.6,34.4,23.8,37.1,9.9,6.9,7.2
43196.0,20.7,38.5,16.3,38.0,13.3,10.7,9.8
47477.0,17.8,31.6,23.0,35.8,13.2,7.6,8.0
79348.0,5.9,33.0,23.6,33.0,9.2,7.1,6.1
44938.0,15.1,45.1,14.8,38.2,14.1,11.1,9.6
54093.0,14.1,31.5,31.5,33.9,10.4,8.6,7.9
64644.0,10.4,28.7,30.4,36.3,12.0,9.2,7.6
42259.0,23.6,36.6,16.7,40.8,18.2,10.7,9.4
46233.0,18.3,31.1,19.2,38.9,14.5,11.1,9.7
40545.0,24.4,27.2,21.0,36.0,16.0,7.3,8.6
43722.0,17.4,43.2,11.1,40.2,15.6,13.3,10.8
63318.0,12.3,35.4,24.4,34.8,12.5,7.5,7.2
50805.0,13.4,46.3,20.8,36.6,12.5,9.3,8.5
34023.0,27.4,44.2,13.0,40.9,17.8,12.2,10.5
35685.0,21.2,45.0,9.4,36.9,14.9,13.3,10.1
56991.0,10.7,46.2,18.4,35.2,11.5,8.8,7.9
64916.0,11.7,30.5,31.3,30.0,11.7,9.2,8.5
55504.0,13.4,32.7,17.7,30.3,11.6,9.3,8.9
49767.0,13.1,31.3,16.9,38.9,15.3,11.8,10.3
42831.0,19.1,31.9,17.3,36.3,14.6,10.8,9.9
45853.0,16.0,30.8,26.2,27.7,14.5,10.4,10.6
62139.0,12.0,32.9,29.4,33.5,11.1,7.1,6.8
51771.0,17.9,31.5,20.8,36.1,13.0,8.4,7.7
30076.0,32.0,31.3,8.6,45.4,20.4,8.1,9.9
52936.0,12.5,41.9,16.6,35.7,11.5,9.6,8.3
44233.0,15.6,46.5,9.4,38.5,14.1,12.3,10.1
44684.0,16.3,44.5,11.0,40.8,14.0,11.8,9.5
41630.0,19.3,34.9,14.3,38.7,16.6,11.1,9.8
43157.0,18.8,35.9,21.6,42.8,17.1,10.8,10.7
53607.0,13.8,39.3,12.8,36.6,12.0,9.8,8.4
59523.0,13.1,38.4,20.0,33.0,14.3,8.7,9.1
67460.0,7.3,34.1,27.9,31.6,9.8,7.7,7.1
51089.0,12.7,34.0,24.4,32.9,12.5,9.6,8.6
53168.0,14.5,32.7,20.5,29.1,9.4,7.0,7.0
57251.0,10.3,25.3,25.8,31.1,10.0,6.8,7.6
61592.0,10.7,25.2,33.0,25.7,12.7,9.7,10.2
52681.0,10.7,29.8,27.2,36.2,12.3,7.8,8.1
40653.0,22.2,41.5,9.4,39.2,15.8,10.2,9.6
63261.0,9.3,29.5,22.3,35.3,11.5,7.2,8.3
43903.0,22.0,40.3,11.5,39.0,13.3,8.3,8.3
49730.0,12.2,47.0,12.5,35.0,13.9,11.2,9.0
55112.0,11.0,30.8,22.0,33.8,12.7,9.1,9.2
44041.0,18.2,44.2,12.5,38.2,13.8,9.7,9.7
33973.0,25.1,38.6,14.1,45.8,22.3,12.1,11.0
37390.0,21.1,43.5,13.2,38.9,15.9,12.0,11.1
122933.0,6.6,10.9,58.8,21.4,9.2,5.4,6.1
46049.0,19.2,31.2,23.3,40.8,15.5,9.3,8.4
49586.0,16.6,42.1,15.5,37.1,12.5,10.8,9.0
82113.0,9.5,23.8,35.3,27.7,8.9,5.5,5.1
54184.0,12.6,34.9,20.9,36.7,11.9,9.4,8.3
40182.0,16.0,40.9,8.7,35.6,16.8,14.7,12.6
70756.0,12.0,17.3,44.5,26.1,9.1,5.8,5.7
38682.0,20.6,36.9,15.1,39.1,16.6,10.7,10.4
59724.0,10.6,38.9,20.6,37.4,10.3,6.9,7.3
54210.0,12.9,39.9,21.1,35.6,12.7,9.2,9.1
55995.0,8.0,46.2,15.7,34.2,12.8,10.0,8.8
69298.0,8.9,34.5,28.2,33.3,12.0,8.1,7.0
39361.0,20.3,44.8,12.6,38.0,19.3,12.1,11.0
33541.0,23.3,41.6,13.1,41.9,17.3,14.8,12.2
39850.0,17.1,33.1,16.4,31.7,13.0,8.1,10.8
39048.0,20.0,37.4,13.3,35.2,15.6,12.3,12.0
83591.0,9.7,12.3,60.8,15.2,6.6,4.4,4.6
75955.0,6.1,34.7,24.4,36.9,8.5,5.1,5.8
68043.0,8.1,30.6,26.3,31.6,9.9,6.2,6.9
42820.0,17.5,42.1,9.0,35.2,15.0,11.8,9.7
66557.0,7.5,36.3,18.8,36.5,10.5,6.2,7.5
43386.0,16.2,43.4,13.2,37.5,14.5,10.8,10.3
53481.0,12.6,30.3,24.3,30.4,10.5,6.4,7.7
43000.0,15.3,42.8,12.4,37.7,14.0,9.7,10.6
50728.0,12.1,39.4,24.5,34.4,13.5,9.7,9.6
38667.0,24.4,38.2,8.8,36.2,14.1,10.2,8.4
43457.0,19.0,46.2,11.5,41.5,14.4,13.0,10.4
49538.0,12.7,19.9,45.1,27.9,7.9,5.3,5.4
46565.0,13.9,42.5,14.9,34.8,14.1,11.6,9.7
41421.0,18.2,39.8,10.6,42.1,17.3,11.0,10.5
52798.0,12.3,34.0,22.3,37.1,9.6,7.9,6.5
46441.0,13.6,42.5,14.3,33.3,13.9,11.4,9.4
38288.0,22.9,38.9,12.3,35.8,18.2,10.4,9.7
47572.0,17.0,30.7,15.5,34.2,13.0,9.4,8.7
39766.0,23.3,46.8,8.7,42.0,16.7,15.9,12.4
44080.0,18.9,31.5,15.5,33.7,14.5,11.5,10.3
69214.0,7.9,26.5,37.8,21.7,8.7,6.4,6.4
58295.0,11.0,38.3,20.6,36.3,12.9,9.9,8.3
59266.0,9.9,35.4,23.6,33.2,11.8,8.5,8.2
37574.0,25.1,42.9,12.4,37.7,16.3,11.1,9.1
52642.0,14.2,29.9,23.2,34.6,11.6,8.5,7.9
96924.0,4.9,14.7,55.5,21.8,6.5,4.1,4.5
62889.0,10.0,32.9,23.3,37.0,12.4,8.5,8.2
59043.0,9.8,40.0,17.7,33.5,12.3,10.1,8.9
62343.0,11.9,25.6,32.5,35.6,9.9,6.8,6.5
42821.0,19.0,43.4,15.3,39.6,14.3,10.8,9.8
42701.0,14.3,36.9,19.0,35.0,15.0,10.0,10.8
41418.0,20.2,40.8,15.5,38.5,15.4,9.4,9.7
140382.0,3.6,12.4,60.8,23.4,7.5,4.1,4.2
49101.0,16.8,35.2,14.4,35.6,13.4,10.3,8.5
41455.0,15.2,41.0,10.0,36.2,14.5,11.9,10.2
64992.0,9.5,30.0,29.5,30.6,11.3,8.6,6.8
38265.0,16.3,49.8,8.5,39.2,17.1,14.8,12.1
48040.0,16.0,30.1,24.5,33.4,11.2,7.0,7.0
55334.0,11.8,46.1,14.2,37.8,13.3,10.7,9.0
43328.0,15.9,32.5,15.3,37.1,14.0,10.9,9.7
47664.0,17.5,37.4,16.8,34.1,10.9,8.1,6.8
74649.0,10.4,32.2,21.2,30.6,8.9,7.0,5.9
50113.0,23.2,19.6,40.8,30.6,8.9,5.3,5.1
38034.0,25.5,35.5,12.7,44.3,17.8,11.3,9.7
41701.0,16.8,29.7,20.6,32.0,12.8,10.1,9.5
53132.0,11.3,28.3,26.2,36.8,10.4,6.9,7.2
66383.0,10.4,35.0,21.0,35.0,11.1,6.7,7.6
46428.0,16.8,31.5,15.5,35.0,12.7,8.2,6.6
36310.0,22.9,37.5,11.2,39.4,19.0,12.3,10.7
56555.0,15.8,31.5,24.5,34.4,11.1,7.3,6.4
39225.0,22.8,41.5,11.7,37.8,14.3,12.4,10.2
38106.0,27.9,26.0,17.3,39.1,18.0,7.3,8.7
52387.0,15.2,36.8,22.4,37.1,11.8,8.5,8.6
47378.0,12.2,28.4,26.4,28.5,12.0,8.1,9.1
38110.0,22.5,50.6,8.4,45.0,17.9,15.7,12.1
50471.0,13.8,36.3,14.6,33.9,12.1,10.1,9.0
50477.0,14.5,41.3,14.2,36.8,12.3,10.6,9.1
52557.0,16.8,29.9,30.3,34.0,12.0,7.5,6.5
59558.0,9.2,39.9,17.7,37.8,11.3,7.9,8.6
46368.0,22.4,37.9,12.7,36.6,16.2,10.1,9.4
39891.0,21.0,27.9,15.9,39.5,16.5,8.7,9.8
61667.0,9.9,39.6,16.1,36.6,10.7,9.1,7.5
70626.0,12.7,19.8,34.6,27.1,9.6,6.3,6.3
53871.0,13.9,37.2,18.5,34.8,13.9,10.1,10.2
53377.0,12.1,33.7,20.3,33.8,14.9,10.1,9.7
40426.0,20.4,42.1,12.7,32.7,13.1,7.8,8.2
45767.0,14.4,33.6,17.6,36.7,14.3,9.7,9.4
60711.0,11.3,38.9,18.9,33.9,10.6,7.6,8.0
40641.0,17.6,39.0,16.0,38.6,17.9,12.4,13.1
48688.0,12.2,38.3,21.6,31.9,11.1,8.9,8.3
42132.0,16.3,38.3,12.9,39.1,15.9,12.1,10.8
46426.0,16.3,30.6,24.2,31.6,14.3,10.6,10.5
47382.0,15.9,37.7,21.9,34.1,12.7,10.1,9.6
55434.0,11.5,33.8,13.8,32.0,13.2,11.5,8.5
35880.0,44.3,41.7,9.6,31.9,11.2,7.3,7.2
68381.0,7.7,28.5,34.0,29.0,10.5,6.7,7.2
42727.0,23.8,36.4,20.9,36.0,14.9,9.1,8.1
32715.0,22.6,42.5,15.8,37.1,16.0,14.1,11.8
45570.0,14.3,40.0,17.1,38.0,13.5,9.3,9.2
59931.0,8.2,25.5,26.8,36.0,10.5,6.2,7.5
40486.0,17.7,37.5,12.8,38.2,17.0,11.5,11.7
97525.0,5.9,18.4,51.7,26.5,8.1,5.0,5.5
43569.0,20.3,34.5,16.8,39.6,18.2,10.8,10.4
55280.0,15.7,35.0,22.1,40.9,14.7,9.4,7.7
48937.0,19.0,24.1,34.1,32.1,11.2,7.2,6.3
59865.0,12.4,29.9,31.9,36.7,9.9,6.4,6.6
47074.0,14.2,28.9,15.7,31.7,14.0,9.5,8.2
52079.0,14.6,36.2,18.3,38.3,13.9,9.2,9.0
60180.0,12.0,32.3,24.1,33.3,10.3,6.1,7.1
36298.0,32.8,35.0,17.8,37.0,15.5,10.6,9.2
53965.0,13.9,48.7,13.6,40.5,14.0,11.8,9.1
81925.0,6.6,21.4,43.7,26.3,10.3,7.7,7.5
47815.0,14.1,41.2,15.1,35.8,12.5,10.5,9.1
59587.0,10.4,30.4,29.3,27.9,13.4,10.0,10.2
47365.0,11.2,31.3,24.0,36.9,12.5,8.6,8.6
57690.0,12.1,33.1,25.4,35.3,9.8,5.8,6.8
49457.0,16.6,36.8,17.2,38.5,14.5,12.5,10.5
41564.0,20.3,35.7,16.4,34.4,14.1,9.8,8.1
56076.0,13.0,27.4,29.8,31.9,8.9,5.3,6.3
56978.0,8.0,38.8,19.4,37.9,10.1,7.3,7.5
46216.0,13.6,48.3,12.8,37.3,13.9,11.4,10.1
64591.0,9.5,24.4,35.1,28.1,9.9,8.2,7.6
62782.0,7.6,46.5,16.7,35.0,12.0,9.2,8.2
32720.0,23.8,40.2,12.2,35.3,16.2,13.5,11.7
39506.0,18.1,28.2,20.6,39.1,18.8,11.6,12.8
52348.0,10.8,33.8,26.5,33.5,12.0,9.8,9.3
47075.0,11.8,39.9,15.3,38.0,12.6,8.7,9.2
58891.0,8.3,24.5,33.7,32.0,10.9,9.0,8.6
99425.0,10.1,12.0,62.1,27.1,8.3,4.5,4.5
74109.0,8.2,31.3,26.0,25.7,9.5,5.7,5.3
39332.0,23.3,43.4,12.6,37.4,15.6,12.4,10.5
61342.0,9.0,43.1,16.6,39.2,11.3,7.7,8.0
59114.0,10.8,34.0,27.0,32.1,10.4,8.4,7.3
55511.0,14.8,26.3,27.4,31.7,12.2,8.8,8.3
43681.0,26.1,38.6,20.6,36.6,12.3,7.3,7.2
58742.0,12.1,41.0,18.6,37.3,11.7,9.2,7.6
35630.0,20.6,37.2,11.8,36.3,16.4,13.4,13.0
45742.0,19.5,41.8,12.2,39.4,13.7,11.2,9.3
56005.0,11.1,31.8,24.2,35.0,11.9,7.6,8.0
56330.0,10.5,39.1,21.3,39.0,12.5,8.0,7.9
51861.0,12.1,39.5,20.1,38.3,11.4,7.7,8.4
52151.0,14.1,30.3,28.4,33.0,8.8,7.0,5.9
50501.0,18.9,29.9,31.2,34.8,14.1,7.4,6.3
28298.0,30.8,37.2,11.7,41.5,23.0,13.4,12.3
56022.0,9.6,44.5,16.1,36.9,11.5,7.9,8.3
47689.0,14.5,40.8,20.8,31.3,11.6,7.0,9.1
63885.0,10.4,19.7,39.4,33.0,7.8,4.7,5.2
42025.0,18.6,41.6,17.2,35.6,14.8,12.0,10.0
54900.0,15.1,29.0,26.4,31.0,12.7,8.6,8.1
60843.0,12.4,27.9,27.8,29.6,8.4,5.1,6.0
50981.0,10.3,27.6,21.6,38.6,13.4,8.8,9.0
55303.0,9.9,34.4,19.8,34.7,11.1,7.3,8.1
65435.0,7.6,33.9,23.2,37.4,9.5,6.5,6.8
46653.0,17.9,31.9,16.3,38.1,14.5,9.1,9.1
43650.0,14.2,30.5,20.0,36.3,10.9,7.4,8.1
53034.0,16.2,28.9,21.5,40.3,14.0,6.3,7.2
35594.0,25.9,21.9,12.5,42.1,17.7,6.7,8.1
50423.0,20.6,33.6,12.3,39.5,13.5,7.5,7.7
60121.0,13.8,30.7,25.8,33.6,10.6,8.3,7.2
35826.0,20.2,43.0,9.1,36.2,16.5,12.9,12.0
48707.0,14.0,36.0,23.9,34.4,13.2,9.4,8.6
48342.0,13.7,41.7,19.4,35.8,15.0,12.2,10.5
62126.0,7.6,39.2,22.2,33.2,11.7,9.1,7.6
63527.0,13.4,32.6,19.1,32.4,10.9,7.8,7.2
56348.0,10.3,39.7,19.2,33.4,11.1,8.0,8.6
107758.0,6.9,13.3,59.0,24.4,10.4,4.6,5.1
53111.0,13.8,35.8,16.7,36.5,13.0,9.0,8.8
37738.0,22.4,19.1,20.1,42.1,23.8,10.5,13.5
46262.0,17.0,36.7,20.2,34.5,11.7,9.4,8.3
67585.0,12.8,34.8,24.2,37.8,12.1,7.7,6.9
82814.0,6.4,33.9,20.5,28.2,9.0,5.4,6.1
66793.0,12.7,26.9,21.8,28.8,11.7,6.1,6.0
43510.0,17.3,39.4,16.4,36.3,15.7,10.2,8.9
48574.0,14.0,22.3,19.4,37.3,13.1,9.4,9.8
43679.0,21.8,39.6,12.2,35.6,13.9,10.1,8.4
48222.0,15.2,30.0,23.6,33.5,12.8,8.2,8.8
84610.0,15.6,12.4,60.8,19.7,8.7,5.3,5.4
58113.0,12.4,36.4,15.5,36.1,11.5,7.4,8.6
44799.0,15.5,28.2,30.2,32.3,11.2,8.4,7.1
51801.0,11.0,43.9,15.1,35.2,13.1,8.4,10.7
50591.0,12.4,37.5,18.2,33.3,12.0,9.3,8.8
49161.0,15.4,45.4,12.6,38.6,14.6,12.0,9.9
40204.0,17.9,40.6,11.8,37.9,14.0,11.8,9.5
66005.0,10.8,29.9,28.0,29.6,9.7,7.4,7.0
39061.0,24.0,26.6,27.6,41.1,12.9,8.2,7.6
46141.0,16.4,33.3,18.8,31.4,14.3,10.6,11.0
47551.0,19.2,44.6,12.4,41.5,15.2,10.1,9.8
47097.0,11.8,33.4,15.8,36.6,12.4,8.4,8.9
72739.0,8.3,37.7,22.8,33.0,11.4,8.2,7.2
40191.0,16.6,34.4,15.1,35.7,13.0,10.9,9.2
47339.0,19.1,34.8,19.9,39.5,13.7,8.4,8.3
51757.0,10.5,33.7,18.9,39.7,14.5,9.5,10.0
53060.0,10.3,44.2,11.2,37.3,14.6,11.5,9.2
57879.0,13.5,23.9,17.7,27.5,12.1,7.2,7.0
48392.0,13.0,47.2,10.6,37.4,14.3,11.9,9.1
58873.0,10.2,26.7,32.1,27.7,9.6,7.2,7.4
38699.0,19.6,40.0,13.9,41.0,17.9,11.8,10.3
42522.0,18.2,33.1,15.5,37.3,14.8,8.7,9.1
42905.0,18.2,43.8,12.8,36.0,16.2,13.4,11.4
42098.0,23.4,40.3,15.7,36.0,14.9,9.3,8.2
48080.0,13.9,41.3,12.0,36.5,15.0,12.7,10.5
37445.0,26.0,36.6,13.5,37.1,13.9,10.1,9.8
48395.0,14.5,41.2,15.9,38.8,15.8,12.5,11.1
48263.0,18.3,41.9,14.2,37.9,12.9,10.5,8.6
38067.0,20.5,36.0,13.8,37.5,14.1,11.9,9.8
55776.0,13.3,40.3,18.1,35.4,15.0,9.6,10.2
58587.0,9.8,37.2,15.5,34.2,10.7,7.2,7.8
38596.0,22.2,38.5,17.8,42.2,16.4,9.6,9.2
51334.0,12.7,42.5,16.5,32.8,12.0,8.7,9.2
59552.0,11.3,34.1,19.0,35.9,11.3,7.2,7.9
53493.0,11.2,44.2,15.0,34.6,13.4,10.7,8.7
46365.0,15.4,30.1,18.0,39.0,14.5,9.7,10.7
49707.0,16.0,39.2,14.6,33.1,14.2,12.0,9.9
47885.0,16.5,39.8,18.2,30.9,10.7,8.0,7.9
51188.0,17.2,35.6,23.4,33.8,14.8,9.5,9.7
42149.0,15.0,45.2,13.1,36.7,14.9,13.0,10.7
41390.0,24.7,31.6,25.7,38.2,16.4,8.8,7.9
48814.0,18.7,34.5,13.2,37.5,15.1,8.8,9.5
44847.0,18.3,35.5,15.4,35.5,14.7,10.9,10.8
79141.0,8.4,26.5,29.7,31.5,10.7,5.9,5.5
46019.0,18.7,41.7,17.2,34.1,13.1,9.2,8.1
48799.0,10.9,38.3,18.4,34.4,11.1,6.7,8.0
50131.0,14.7,34.3,19.1,35.9,14.2,8.7,8.6
55052.0,9.8,25.1,28.4,33.7,13.4,9.1,9.3
54800.0,13.8,36.8,21.8,35.2,11.3,8.9,7.8
64304.0,5.5,42.4,20.3,32.9,10.9,8.5,7.7
38927.0,17.1,37.6,10.7,36.9,15.1,13.3,12.1
33989.0,29.6,36.4,21.2,33.8,15.4,8.6,9.0
56954.0,11.4,40.0,16.1,35.7,11.8,7.8,8.2
44627.0,15.8,35.6,21.1,35.6,11.7,8.1,8.4
39046.0,20.9,40.4,10.1,39.3,17.2,10.7,9.5
57047.0,11.7,42.3,19.0,35.8,11.0,9.2,7.6
55013.0,16.1,26.8,32.4,34.5,13.5,8.1,7.6
67434.0,11.5,33.1,20.7,38.0,11.8,7.1,6.7
39396.0,22.6,41.7,17.6,35.6,15.7,11.9,11.2
57183.0,13.3,26.2,26.1,30.4,13.4,8.4,9.5
41899.0,12.2,36.6,19.1,39.7,14.2,9.7,10.4
32802.0,23.5,42.0,10.9,37.5,15.6,13.7,11.3
57299.0,13.9,38.8,11.6,36.0,12.5,10.4,8.7
82819.0,8.8,17.5,43.7,28.0,9.5,5.3,5.2
47924.0,21.7,27.5,31.1,33.9,14.6,8.5,7.2
41864.0,16.9,32.3,19.0,32.7,13.6,10.7,10.2
40761.0,20.3,28.5,17.8,35.8,13.1,11.1,9.5
55365.0,12.3,36.5,21.2,34.7,13.3,10.3,8.5
82733.0,7.4,22.8,37.0,28.5,10.0,6.4,5.8
58738.0,9.2,32.8,20.1,36.6,11.0,9.1,7.7
38449.0,19.0,35.3,19.8,31.4,13.2,9.8,10.0
60306.0,11.4,38.6,19.8,37.6,11.3,7.7,8.3
51280.0,11.1,35.1,13.9,35.4,11.3,9.2,8.2
37729.0,21.7,41.6,15.2,37.0,16.3,10.4,10.2
78603.0,9.1,18.7,46.5,27.9,10.0,5.7,5.3
44572.0,15.9,40.3,26.1,31.3,13.3,8.8,10.1
65013.0,12.0,31.0,25.7,35.3,9.5,6.4,6.4
74635.0,4.3,23.4,33.7,28.9,7.9,5.7,5.4
56885.0,13.8,40.0,22.8,34.8,11.8,9.3,8.2
44968.0,15.6,45.1,12.3,37.2,14.5,12.3,9.7
53626.0,14.8,39.2,17.1,38.4,14.4,8.9,9.2
41009.0,16.2,40.5,29.0,28.8,11.3,7.1,8.6
39907.0,22.1,38.2,13.0,42.9,19.2,11.8,11.0
60799.0,15.4,22.7,40.3,31.5,10.6,7.1,6.1
50180.0,16.3,29.4,28.6,24.9,11.4,8.2,8.2
51897.0,16.5,27.8,30.5,36.7,11.2,9.4,7.5
43535.0,16.7,41.9,18.3,35.7,12.8,9.4,8.5
29244.0,35.1,36.5,17.5,45.1,19.2,11.0,9.7
33892.0,24.7,31.2,21.3,38.5,16.9,10.1,9.4
77032.0,7.0,23.7,29.2,31.7,10.5,5.4,5.0
72111.0,8.7,30.2,24.7,34.8,11.7,7.7,7.2
44975.0,17.6,35.4,15.3,38.2,11.7,9.8,8.1
49860.0,14.4,40.6,16.3,37.3,13.6,10.8,8.6
53867.0,14.2,40.1,9.9,39.3,14.7,7.8,8.4
46245.0,13.1,30.5,22.2,33.1,11.9,7.7,9.1
64271.0,8.6,34.6,23.7,35.9,10.1,6.8,7.2
63600.0,15.8,13.9,53.6,21.9,8.3,5.9,5.8
41129.0,17.2,35.6,16.8,38.3,15.7,11.0,11.1
65062.0,11.0,29.1,23.7,32.3,12.7,9.3,8.4
53602.0,13.0,43.8,20.4,33.3,12.7,9.1,8.8
79979.0,10.9,24.5,42.0,30.5,11.3,5.8,6.1
40297.0,22.8,35.7,17.1,33.7,14.3,12.5,10.7
34090.0,24.6,47.8,7.0,39.3,22.1,12.7,11.7
52445.0,9.5,36.8,19.1,34.4,11.8,6.9,8.8
50162.0,16.0,34.8,20.1,39.4,14.0,11.4,9.4
39254.0,30.4,23.5,39.1,29.9,7.8,6.5,5.2
48519.0,19.7,25.6,28.0,36.3,10.8,6.4,5.8
112335.0,4.4,21.2,52.0,28.4,9.1,5.8,6.2
52047.0,14.8,31.5,20.5,35.6,12.8,8.4,8.5
112396.0,4.7,20.2,53.6,25.6,8.7,5.1,5.6
44623.0,18.8,44.1,14.2,37.6,14.2,11.7,9.8
38249.0,22.8,38.1,13.8,38.5,16.7,12.6,11.1
55692.0,10.9,29.2,19.0,32.3,13.4,8.4,10.2
44016.0,13.7,37.7,17.4,31.8,13.9,8.3,10.5
42754.0,13.5,38.3,20.9,29.0,12.8,8.4,9.8
45311.0,13.2,37.7,19.1,33.1,15.4,9.9,10.7
52568.0,9.8,32.7,23.3,31.9,10.9,6.4,8.8
46029.0,15.9,42.6,15.8,35.2,15.1,11.9,10.0
45969.0,19.8,36.2,11.7,42.1,13.8,8.6,8.4
54876.0,9.2,48.5,18.6,35.8,12.4,8.9,8.5
68743.0,17.5,22.4,44.8,22.2,8.7,5.0,5.0
61129.0,11.1,38.2,23.7,31.4,9.7,7.2,6.4
56451.0,10.2,36.5,23.5,38.0,12.4,8.2,8.3
100181.0,6.8,23.5,48.3,21.8,9.9,5.3,5.9
46777.0,16.4,37.1,22.6,36.1,15.2,10.2,11.1
41873.0,21.3,32.4,29.0,34.9,12.4,10.4,8.7
37732.0,22.8,43.6,10.6,39.4,16.0,14.5,11.2
68106.0,9.4,29.4,23.8,30.4,9.7,5.4,5.1
44183.0,20.4,42.1,12.4,44.6,16.3,14.3,10.9
64580.0,11.6,21.3,38.9,32.6,10.1,5.9,5.3
36581.0,18.7,36.8,17.2,33.2,16.4,12.7,12.6
43390.0,15.2,39.0,15.9,34.3,13.3,10.8,9.4
50464.0,13.8,34.6,10.1,32.4,12.7,8.0,7.9
33143.0,26.5,31.1,16.8,44.5,16.7,8.8,7.7
48598.0,13.5,38.3,13.9,36.6,14.1,10.8,8.7
54313.0,14.6,32.5,26.8,36.9,12.9,7.8,7.0
44475.0,16.5,33.5,19.1,38.0,14.0,9.6,9.0
41834.0,22.1,39.0,14.1,33.8,14.3,9.5,8.2
47118.0,13.5,41.1,19.0,31.2,13.0,8.6,8.9
36525.0,25.8,27.3,36.5,32.8,11.9,7.9,6.9
40467.0,22.4,33.4,23.5,43.6,15.7,9.8,8.6
33053.0,37.9,42.2,11.2,40.6,17.4,10.1,9.0
47425.0,16.3,30.6,17.4,38.2,12.1,9.8,8.4
41912.0,19.7,31.6,14.8,37.5,14.3,8.2,8.1
75177.0,7.4,29.9,27.4,44.2,9.7,6.4,6.9
32906.0,31.1,40.1,13.7,40.5,16.6,14.7,11.5
47183.0,13.1,26.5,25.0,34.0,12.6,9.6,9.4
48116.0,19.4,37.5,20.5,37.7,15.0,9.9,8.7
37049.0,24.1,34.3,18.0,43.9,19.2,9.3,8.5
45023.0,16.1,34.6,20.4,35.0,13.9,10.4,10.4
52095.0,15.7,39.3,17.9,39.0,14.7,10.5,8.6
68734.0,6.7,25.5,34.8,30.4,11.4,7.3,7.4
43121.0,15.2,31.1,16.0,35.2,15.1,11.8,10.4
41428.0,15.5,42.5,10.2,43.5,16.6,14.8,11.4
33976.0,32.3,33.7,11.6,36.3,18.4,11.6,9.9
55856.0,11.0,37.7,20.1,36.7,10.6,7.0,7.4
37687.0,20.7,41.2,11.6,34.3,14.6,12.3,11.3
43783.0,17.2,34.2,13.2,35.3,13.2,10.7,9.4
72993.0,9.2,27.0,28.2,39.2,12.5,7.9,7.7
57280.0,9.9,39.2,15.9,35.8,13.7,9.3,8.5
63160.0,7.7,35.9,23.0,33.0,9.6,6.7,7.1
56832.0,7.8,37.1,23.8,32.0,12.3,9.4,9.2
52226.0,11.7,28.3,31.0,30.7,12.5,9.3,9.3
61268.0,10.4,16.0,55.3,19.9,6.7,4.8,4.8
51192.0,15.7,33.5,15.5,39.3,14.4,9.5,9.3
37887.0,20.2,34.8,13.1,35.0,15.1,12.0,10.6
37392.0,23.8,38.7,16.3,38.1,15.3,13.2,10.6
48226.0,14.7,35.7,18.0,35.9,11.8,8.1,8.1
