Median_Household_Income_2018,PCTPOVALL_2018,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_prevalence,diabetes_prevalence,COPD_prevalence,Heart disease_number
56598.0,14.8,33.6,19.6,37.6,14.1,8.0,6.8
59983.0,9.2,43.3,16.0,37.5,10.7,7.8,8.0
50344.0,12.3,37.1,19.9,36.7,11.3,8.0,8.5
62799.0,7.9,36.3,22.6,36.5,10.4,6.9,7.3
73864.0,8.5,30.9,27.5,36.2,11.9,6.1,6.5
65969.0,8.7,30.1,35.5,27.2,10.2,7.8,7.7
40066.0,17.5,40.4,18.3,35.8,14.7,11.2,10.9
46355.0,18.2,31.6,20.5,39.6,13.9,8.6,7.9
47049.0,12.3,45.2,17.0,34.4,13.6,11.1,9.6
72645.0,5.3,31.6,28.7,32.6,8.5,5.8,6.0
41495.0,21.6,36.4,11.7,38.2,16.0,10.5,9.6
55318.0,22.0,42.9,14.6,37.8,13.8,10.2,8.2
51868.0,14.1,42.2,14.3,39.9,13.5,10.7,8.5
43879.0,18.3,30.8,23.5,36.3,14.3,9.1,8.6
39057.0,19.5,38.8,15.6,36.6,16.4,11.1,9.8
42878.0,14.6,34.2,22.8,31.3,15.1,11.8,11.6
57300.0,15.4,26.4,37.1,33.9,12.8,7.8,7.4
48604.0,12.4,36.3,22.8,35.0,11.6,7.8,8.8
39176.0,21.3,37.1,11.3,38.1,16.7,11.7,10.2
59922.0,7.9,36.8,22.6,32.4,11.7,9.2,8.1
51131.0,13.5,34.5,19.8,34.4,13.4,9.5,8.7
37776.0,23.3,37.4,14.7,39.6,15.5,12.0,11.3
50671.0,15.1,30.6,11.1,38.7,13.5,7.3,6.8
105532.0,7.6,13.2,58.7,25.3,9.5,4.7,5.3
60059.0,13.8,32.2,23.0,34.1,10.7,6.9,6.9
85899.0,7.3,35.1,20.2,36.8,12.1,9.6,7.8
32922.0,26.0,43.0,10.5,41.5,19.8,13.0,12.3
51204.0,15.7,31.1,23.5,29.6,11.9,8.3,8.0
44423.0,18.9,34.0,20.4,39.6,13.6,8.9,8.6
55190.0,11.9,30.3,21.5,28.4,11.3,8.3,8.2
38011.0,21.9,40.7,14.9,40.4,18.2,11.7,11.8
92310.0,7.9,17.7,46.1,28.7,11.2,4.6,5.2
49782.0,12.2,32.7,21.2,35.2,11.6,8.2,8.6
42605.0,25.0,25.2,24.8,37.2,13.2,5.6,6.7
64756.0,7.8,36.7,17.5,35.6,11.1,6.8,8.0
74570.0,6.8,35.5,25.2,27.4,9.7,7.0,7.0
45268.0,18.1,29.9,16.4,36.4,13.5,9.7,8.9
63839.0,9.1,25.8,28.7,29.8,10.1,6.9,6.2
46218.0,17.1,43.5,9.8,33.1,13.8,10.5,8.7
49577.0,18.2,30.6,25.5,39.2,11.7,8.2,7.9
68309.0,9.1,29.9,24.5,34.8,10.6,7.2,6.8
62097.0,8.6,30.2,29.6,33.1,9.1,6.0,6.1
31921.0,30.8,38.6,9.7,42.5,17.8,16.7,12.6
50605.0,10.9,33.5,22.1,40.3,12.5,8.5,8.4
61478.0,9.7,29.5,28.1,41.1,10.2,6.6,7.1
42116.0,18.2,41.2,13.7,39.7,16.2,10.0,9.1
50564.0,10.7,41.3,14.9,33.2,15.5,11.9,11.6
45906.0,20.6,37.9,8.3,37.2,14.6,11.4,9.8
51514.0,11.4,32.7,25.3,34.8,12.9,8.4,8.9
41038.0,27.5,35.7,7.2,40.1,14.5,6.3,7.2
49385.0,18.4,42.3,16.6,40.5,13.9,10.8,8.9
47737.0,14.5,43.0,11.6,38.7,15.2,12.3,9.7
43096.0,14.5,37.0,15.9,36.0,16.0,10.1,9.8
53532.0,12.9,32.8,23.0,36.2,11.5,8.8,8.0
50542.0,13.8,37.5,15.5,36.2,13.7,9.7,9.8
41201.0,15.9,39.0,12.1,39.7,14.8,13.0,11.8
53253.0,12.1,33.5,22.1,27.7,9.9,7.3,7.4
66499.0,9.3,22.8,30.6,27.7,9.6,6.3,6.1
71789.0,10.8,17.9,50.7,25.1,6.9,4.5,4.9
48818.0,18.5,37.1,17.8,39.8,14.6,8.9,8.3
52340.0,10.9,41.8,15.7,36.9,12.1,8.6,9.2
35871.0,25.8,46.9,11.4,40.1,18.1,10.0,9.1
54802.0,10.6,35.9,17.7,38.9,12.5,8.3,9.2
41700.0,22.6,29.7,25.1,33.8,10.9,6.9,6.8
49626.0,11.4,33.8,22.7,34.1,13.2,8.7,9.3
102858.0,5.1,19.6,40.3,32.4,9.6,5.6,5.8
53168.0,13.5,37.0,21.0,34.9,11.3,9.8,9.0
48518.0,20.4,31.5,14.3,31.7,12.7,9.1,8.3
40433.0,22.1,32.1,14.5,39.9,17.3,10.9,10.2
35308.0,23.0,39.4,12.3,39.4,18.4,13.1,12.4
47056.0,23.4,31.5,29.2,34.2,9.3,8.2,6.7
38886.0,24.4,38.9,11.5,39.2,17.5,11.2,9.7
58033.0,9.3,38.9,19.5,37.7,11.6,7.8,7.3
47028.0,17.5,49.5,10.9,39.5,16.0,10.9,10.7
71306.0,10.5,19.2,46.3,19.8,6.8,4.9,5.0
45697.0,15.4,35.2,14.4,39.2,13.8,9.9,9.4
50197.0,13.3,33.4,28.6,32.4,12.4,7.9,9.2
47380.0,17.1,35.0,21.0,40.1,12.6,10.0,9.0
30570.0,27.2,32.1,12.2,37.0,16.9,9.3,10.2
49857.0,13.4,39.2,14.8,31.0,13.6,9.1,9.2
58377.0,14.0,23.5,35.2,36.0,10.9,7.2,6.7
60908.0,10.0,36.8,20.3,40.4,13.3,10.7,8.6
82567.0,5.8,21.8,41.8,30.5,9.2,6.3,5.7
53871.0,10.9,44.7,16.0,34.4,11.7,10.0,8.2
48192.0,14.7,34.3,11.2,36.5,14.8,9.4,9.3
60619.0,10.9,25.4,34.3,29.4,8.1,5.7,6.1
53567.0,13.6,29.4,23.8,35.8,12.8,8.0,7.1
54165.0,10.6,37.0,21.7,29.9,11.5,8.5,8.7
61015.0,8.6,31.5,29.8,31.8,10.7,6.2,8.0
43659.0,18.0,46.0,15.3,37.8,15.7,12.4,10.4
58222.0,14.8,28.6,27.3,40.3,11.9,8.1,7.2
74225.0,10.1,25.3,29.7,35.7,11.5,5.7,6.0
49966.0,13.9,37.1,17.5,37.3,12.5,8.8,9.1
53906.0,16.6,27.0,29.6,31.8,13.4,8.8,8.1
44564.0,14.3,42.6,17.0,34.5,13.2,10.7,9.5
60450.0,10.1,35.9,24.2,34.7,13.8,9.9,9.4
47202.0,17.2,27.5,19.8,33.3,11.4,6.6,6.6
55580.0,11.3,36.8,21.6,35.1,10.1,6.1,7.6
68878.0,8.9,30.5,36.7,25.1,8.7,6.4,6.0
64170.0,10.4,28.3,32.0,34.4,10.3,7.3,5.8
41262.0,18.8,34.6,19.2,34.9,15.0,11.4,11.4
85380.0,5.3,20.4,40.6,27.2,8.1,4.5,4.9
49121.0,16.7,32.3,13.3,38.5,14.4,9.1,9.1
70967.0,7.5,27.0,31.4,34.3,9.8,7.7,7.1
63411.0,10.8,33.7,20.2,23.8,8.9,6.8,6.6
34735.0,26.8,39.6,12.4,40.0,16.0,12.9,10.4
36085.0,18.8,38.5,11.6,31.7,14.2,9.9,9.8
51083.0,12.1,33.5,23.2,39.0,12.8,10.5,9.9
44130.0,13.2,33.8,20.0,35.0,13.3,9.1,10.4
57240.0,11.6,27.9,14.3,39.2,14.8,9.1,9.1
48029.0,17.1,36.0,17.1,37.5,15.7,9.3,8.9
54763.0,15.4,28.2,26.8,35.3,13.3,7.0,6.6
25973.0,45.7,39.8,9.4,45.6,18.1,11.3,10.9
39508.0,20.1,35.1,15.3,37.8,16.2,10.6,9.9
48779.0,13.6,35.8,13.9,30.8,12.6,10.1,8.4
39444.0,25.9,42.5,14.0,37.3,17.3,10.3,9.0
36667.0,25.5,42.9,10.0,46.3,16.4,15.6,11.8
55404.0,9.1,37.7,23.6,32.9,10.6,6.4,8.2
66849.0,9.6,29.3,21.0,36.3,12.9,8.3,8.2
42552.0,17.2,41.9,17.7,35.7,12.9,10.7,9.2
43696.0,18.3,40.1,11.8,37.3,14.4,11.7,10.8
50616.0,13.9,32.7,24.8,34.4,12.1,8.8,8.4
46370.0,16.1,46.0,17.2,37.2,15.3,12.9,10.5
38827.0,24.5,34.4,15.5,35.2,15.5,10.4,8.9
52355.0,10.5,24.0,27.3,30.3,11.8,6.7,7.8
56484.0,13.6,31.1,20.4,37.2,12.4,7.0,7.0
49019.0,13.7,49.2,16.9,33.9,12.4,9.0,8.3
57494.0,9.2,33.8,20.1,37.3,9.7,6.1,6.9
56837.0,12.8,27.4,27.2,31.4,13.1,7.9,8.8
56862.0,12.0,32.4,24.0,31.9,10.4,6.0,7.7
53865.0,12.5,29.2,20.7,37.8,11.9,7.7,8.4
43671.0,15.5,45.5,15.6,29.3,12.7,10.3,9.9
51155.0,15.3,32.0,20.9,32.8,11.5,7.6,7.8
56343.0,12.1,30.8,27.8,24.6,13.0,10.0,10.1
57832.0,11.6,37.6,20.7,30.2,13.1,9.2,9.1
56408.0,14.5,27.7,22.8,36.8,12.0,7.8,7.3
43192.0,21.1,35.6,9.6,40.4,18.8,9.9,11.6
35070.0,26.0,41.6,15.1,41.2,17.6,12.3,10.8
37831.0,16.9,36.3,17.4,37.8,15.4,11.1,10.8
48413.0,12.9,42.0,13.2,36.1,13.4,11.4,10.0
46527.0,14.4,40.0,18.3,36.1,15.9,12.7,11.9
89331.0,6.7,25.7,39.2,30.7,11.6,7.3,7.5
67569.0,9.0,18.8,49.0,22.8,6.8,4.6,4.7
33703.0,23.3,37.5,10.3,36.9,16.6,14.7,12.1
52747.0,10.0,37.1,25.5,28.8,11.3,7.3,8.5
63067.0,10.1,32.6,32.3,31.9,11.8,8.5,7.1
38785.0,30.0,23.2,18.4,44.2,17.2,6.8,7.9
39545.0,23.5,37.4,13.4,37.4,15.6,11.4,10.1
55970.0,13.9,25.4,34.5,35.5,8.4,5.7,6.2
37690.0,20.3,42.9,13.9,38.5,15.9,13.2,11.1
52085.0,14.2,33.3,15.0,36.4,14.8,7.8,8.7
51183.0,13.5,34.5,18.5,28.5,12.3,9.0,9.3
44492.0,17.7,41.7,15.9,38.5,13.8,10.9,9.1
61190.0,10.6,33.3,23.4,34.4,12.3,8.3,8.5
50136.0,13.5,29.7,24.5,38.1,11.2,7.8,7.8
55624.0,15.8,23.5,34.8,27.2,8.7,5.9,6.1
69212.0,9.8,24.3,30.0,35.1,10.0,6.3,6.5
59613.0,8.5,33.6,24.0,31.8,10.1,6.1,7.2
51403.0,12.3,30.9,20.5,36.5,12.7,8.4,8.3
61631.0,13.2,27.5,24.0,31.3,12.6,8.3,7.6
56206.0,13.2,21.7,17.1,44.2,12.9,7.2,6.5
48682.0,15.4,39.4,20.8,40.0,16.0,9.7,9.0
55762.0,10.4,37.1,20.9,35.9,11.6,9.5,8.4
65280.0,8.2,33.0,28.0,35.8,12.0,8.6,7.4
40936.0,17.4,39.9,12.5,36.3,16.8,12.4,11.1
53612.0,13.9,31.3,30.8,38.6,12.4,7.6,7.0
86695.0,7.5,29.6,31.5,34.7,10.6,6.8,6.2
48520.0,11.6,30.6,22.8,36.2,12.8,8.4,8.9
54311.0,12.9,23.2,34.5,33.2,8.9,5.4,5.9
41267.0,22.6,42.0,15.0,40.1,14.7,12.6,10.0
47246.0,16.1,38.9,12.6,36.1,12.5,9.5,8.1
58057.0,11.3,29.0,34.0,33.6,9.9,8.1,7.5
62877.0,8.0,40.5,22.4,30.8,11.5,8.1,7.6
43909.0,19.3,41.5,11.7,36.0,15.3,11.4,9.8
41583.0,17.6,42.8,18.1,35.2,13.6,11.5,9.9
41572.0,20.2,30.5,19.5,40.8,15.0,9.1,8.5
37799.0,17.4,35.6,14.0,35.8,14.5,11.6,10.8
43162.0,20.9,37.9,12.2,38.7,15.7,9.5,10.4
57367.0,9.0,35.2,22.7,33.7,11.9,9.4,7.4
71024.0,7.2,26.9,29.2,34.8,8.6,6.0,6.2
41803.0,22.5,37.5,14.3,41.2,16.9,10.0,9.5
45336.0,16.2,37.1,20.3,34.2,11.8,9.9,8.4
49580.0,14.7,48.4,16.6,38.4,12.1,9.8,8.0
59117.0,8.9,37.5,20.5,33.3,10.7,8.6,7.6
62689.0,7.3,30.9,23.3,34.7,9.9,5.7,6.1
65883.0,7.5,31.9,27.9,34.7,11.8,8.5,7.7
39861.0,16.0,42.7,17.1,29.0,15.5,10.8,11.7
48860.0,15.6,40.3,15.9,36.0,13.0,11.0,9.8
42720.0,16.5,38.8,17.8,39.7,15.1,11.2,9.5
53833.0,14.7,28.0,28.7,28.2,9.5,5.9,7.3
44911.0,14.2,29.4,17.3,33.9,14.9,10.0,10.8
70649.0,10.6,25.4,36.2,28.5,13.8,9.6,10.5
56645.0,10.6,38.5,18.3,40.7,10.7,7.5,8.0
47529.0,13.3,36.0,21.8,40.1,13.7,9.0,8.7
28452.0,41.7,39.0,12.6,43.9,18.8,12.4,10.1
60596.0,9.8,43.2,18.9,35.6,12.9,9.9,8.3
36078.0,17.4,40.8,16.2,36.6,15.4,12.0,11.7
47573.0,13.0,35.7,18.2,41.2,12.2,8.6,9.0
79604.0,9.2,26.2,35.2,28.7,10.5,7.0,6.7
34238.0,21.0,46.1,14.6,38.1,18.1,15.4,13.1
42205.0,19.7,32.9,18.3,35.0,16.7,11.6,10.4
63491.0,9.2,35.5,26.4,36.5,9.6,6.5,7.0
65912.0,10.4,29.0,19.2,30.7,11.4,7.5,7.9
39467.0,17.5,47.5,16.3,40.4,17.2,14.7,12.6
80737.0,7.8,28.7,35.1,27.9,11.6,5.9,6.1
47674.0,13.8,29.2,35.5,26.6,10.1,6.6,7.6
44290.0,17.7,39.4,17.6,39.0,18.8,15.2,13.0
59064.0,12.6,45.9,15.9,36.5,13.2,7.4,7.9
49393.0,13.5,38.2,20.9,35.0,12.1,9.9,8.6
44286.0,17.8,41.8,12.8,37.4,15.3,12.8,10.5
58320.0,15.7,36.9,15.9,36.9,12.2,6.5,6.7
28925.0,39.1,39.3,8.5,45.3,16.0,13.8,10.5
37586.0,23.1,36.7,13.5,41.9,18.0,11.1,10.1
44804.0,14.1,35.1,17.1,34.8,15.2,9.8,10.8
68069.0,11.7,17.0,47.9,22.6,7.0,4.6,4.6
40168.0,21.9,30.7,21.3,37.1,15.9,8.5,7.6
58022.0,9.7,45.6,13.7,32.3,12.9,10.1,8.3
54331.0,8.4,46.1,16.2,38.0,12.6,9.8,8.6
69475.0,14.3,22.3,30.4,28.3,10.5,6.0,5.8
65060.0,6.8,30.8,28.0,35.8,9.8,6.5,7.3
56800.0,10.0,32.2,23.2,35.1,12.1,8.5,8.1
63401.0,10.0,40.1,15.4,34.2,10.4,8.0,7.2
78637.0,3.3,20.0,0.0,38.2,11.4,7.5,7.2
49773.0,13.1,34.6,17.0,33.1,11.7,7.0,8.9
40880.0,23.1,34.5,13.4,38.2,15.6,10.3,10.5
52047.0,13.7,33.0,21.4,36.1,11.3,9.5,8.4
40945.0,18.6,31.9,19.8,34.9,13.6,9.1,9.6
65955.0,8.3,28.9,17.9,34.4,12.1,8.5,7.8
39237.0,20.8,25.9,21.8,34.6,15.0,9.5,9.4
50201.0,16.0,40.0,20.7,31.7,13.2,10.5,9.2
45641.0,15.9,37.7,17.4,30.6,13.1,9.4,9.4
58391.0,13.2,37.3,19.9,35.0,10.1,7.2,7.3
47554.0,13.7,44.7,10.8,40.5,13.4,10.6,8.3
50283.0,15.2,28.6,25.5,37.4,12.3,6.8,6.3
37233.0,21.4,39.7,12.8,41.7,20.5,11.9,11.5
42146.0,14.9,45.3,14.4,39.3,17.0,14.6,12.1
26278.0,39.2,37.0,16.2,44.5,18.0,16.5,12.9
42728.0,19.1,34.7,17.4,36.6,14.5,10.3,9.2
53207.0,11.6,24.9,24.9,35.4,12.2,8.5,9.0
65914.0,11.8,25.4,33.5,29.0,7.9,4.6,5.3
49265.0,13.6,27.5,24.1,32.6,13.9,10.1,9.9
51299.0,10.8,35.2,19.8,35.3,11.4,7.7,8.4
44756.0,17.8,32.6,20.0,32.8,14.2,11.2,10.7
48017.0,17.1,39.4,19.1,37.6,13.5,10.7,8.8
35184.0,22.1,33.9,10.3,39.5,17.0,11.6,10.1
79719.0,11.7,30.9,33.0,30.4,11.5,7.1,6.4
88960.0,13.9,22.5,40.6,26.0,11.2,7.0,6.9
38131.0,22.4,35.7,11.5,39.5,17.6,10.3,9.3
47128.0,17.9,37.8,19.4,41.3,13.7,9.6,8.1
49341.0,12.3,27.9,20.5,37.1,13.1,8.7,8.4
46054.0,15.5,48.7,13.9,36.2,15.6,13.4,11.3
60862.0,18.9,25.6,36.5,25.4,11.6,6.6,6.3
36354.0,24.5,38.1,15.2,35.4,17.5,11.4,10.0
52602.0,11.3,37.0,15.5,31.7,12.5,8.3,8.6
42479.0,19.5,29.1,18.2,39.3,14.1,9.3,8.9
56774.0,11.2,34.2,20.9,37.9,12.3,9.3,7.3
38806.0,29.5,29.0,21.4,40.4,17.0,9.3,8.0
59722.0,9.1,35.1,26.4,32.8,10.4,6.5,7.5
42455.0,21.6,25.9,17.4,30.0,11.2,7.7,7.8
35527.0,22.8,41.3,16.5,38.7,17.9,11.7,11.6
57200.0,12.6,27.4,31.9,29.8,13.1,7.4,7.3
42233.0,18.2,40.2,12.6,39.2,16.9,11.1,11.2
47020.0,15.0,32.4,17.2,34.6,13.5,10.5,9.8
51665.0,17.3,38.6,15.8,39.5,14.0,10.5,8.9
39198.0,21.8,37.8,14.9,47.2,16.6,10.3,9.3
34382.0,30.9,35.7,12.2,40.7,19.7,12.1,11.0
56493.0,10.7,33.0,17.4,41.0,11.6,7.5,8.0
56188.0,10.3,27.1,24.9,29.7,11.0,7.0,7.3
54874.0,12.9,40.0,19.7,31.8,10.8,6.4,8.1
45426.0,20.3,37.3,17.7,30.2,13.2,10.2,9.3
80169.0,8.4,15.4,51.8,27.5,9.1,5.3,5.2
78714.0,7.4,26.3,37.3,29.0,9.9,7.2,5.9
57934.0,10.4,26.3,31.0,33.4,11.2,7.2,7.5
74421.0,8.4,28.5,30.0,24.1,8.0,5.8,5.5
67187.0,9.9,21.7,38.2,27.8,10.9,6.9,6.5
37834.0,23.5,47.6,11.4,43.0,18.0,12.2,10.2
46764.0,16.8,42.0,12.5,39.2,15.1,10.7,9.6
51457.0,13.4,29.6,16.8,25.8,10.7,8.1,8.1
54473.0,13.5,28.7,28.2,38.0,12.4,8.7,7.2
87333.0,5.0,23.1,43.8,26.9,8.4,5.2,5.8
76665.0,8.1,20.7,42.2,23.5,7.9,4.8,4.7
69753.0,10.9,28.1,28.1,37.1,12.7,7.0,6.8
41820.0,25.9,30.0,25.6,32.2,13.0,7.9,6.7
55913.0,11.4,38.2,20.4,34.5,12.1,10.0,8.2
64426.0,9.7,27.7,23.1,33.0,11.2,8.4,7.6
41101.0,20.3,37.6,23.5,32.4,11.2,8.2,8.4
54321.0,12.5,32.0,30.9,28.3,10.3,8.7,7.9
58239.0,13.7,31.3,18.0,35.1,12.8,8.5,8.9
56997.0,23.1,18.7,52.6,29.0,9.1,5.8,5.3
83014.0,4.2,20.0,48.4,27.3,8.4,5.2,6.1
28962.0,31.6,47.1,10.5,46.9,25.3,16.4,14.8
64904.0,9.8,25.9,32.0,33.0,10.9,6.8,6.3
56168.0,10.9,26.7,33.5,23.6,9.7,7.0,7.5
42112.0,27.0,21.1,42.7,29.3,10.3,6.6,5.5
83695.0,7.7,26.2,34.3,24.1,12.3,4.4,5.9
75836.0,9.9,26.2,38.6,31.6,12.0,6.8,6.4
67498.0,7.8,32.4,10.4,32.5,12.5,11.4,8.0
67720.0,11.6,30.9,34.9,30.7,10.8,6.3,6.5
100075.0,7.3,27.9,35.6,29.0,10.7,6.6,6.4
65953.0,9.6,26.5,29.0,38.2,11.0,7.1,6.9
34446.0,27.3,42.9,11.9,40.9,16.7,12.5,10.6
40792.0,21.2,30.5,16.6,37.7,14.9,10.1,9.1
44837.0,18.7,43.2,9.7,39.9,17.2,15.5,12.6
55122.0,13.8,27.9,23.4,36.0,14.1,9.0,8.2
58345.0,9.5,35.5,22.4,36.9,13.4,9.9,9.5
45138.0,19.9,40.6,17.1,38.3,14.5,10.8,8.8
39633.0,22.3,27.6,19.7,41.7,16.4,10.2,9.3
48040.0,16.8,29.5,17.1,40.0,15.6,8.6,9.0
56946.0,13.4,34.1,22.2,39.9,12.6,8.2,8.0
63338.0,10.2,34.3,17.8,35.0,11.7,8.5,7.8
48749.0,15.6,38.7,19.3,33.7,12.0,10.0,8.3
53704.0,13.9,27.5,25.6,34.1,14.6,8.9,10.2
48951.0,14.3,44.8,13.7,34.0,13.9,11.8,10.1
51128.0,13.5,41.2,16.7,35.4,14.0,9.0,9.5
62779.0,12.7,24.7,30.6,29.0,10.8,8.0,7.0
55345.0,9.9,25.5,25.5,36.0,11.0,7.2,7.1
34306.0,23.7,42.5,12.0,37.3,17.5,12.0,11.5
51350.0,13.1,27.1,30.9,34.7,12.5,7.7,8.6
54581.0,9.7,43.4,15.0,35.7,13.1,10.0,8.8
106270.0,5.4,30.3,31.1,30.8,11.3,6.8,6.3
41869.0,17.9,34.5,15.0,36.9,14.9,10.6,9.6
52658.0,12.6,38.8,15.9,37.5,13.1,10.3,8.7
40842.0,20.8,43.2,14.2,39.8,15.7,12.6,10.5
50945.0,18.5,22.7,26.5,31.6,10.7,7.4,7.1
55357.0,9.7,36.0,20.2,34.2,11.3,9.5,8.4
55283.0,10.4,38.0,20.1,33.2,12.3,9.2,8.7
49935.0,12.3,36.5,22.2,33.6,11.7,8.5,7.9
56211.0,11.1,33.2,32.7,27.2,11.7,8.8,9.1
66006.0,10.6,38.9,18.6,37.2,12.4,9.5,7.8
53059.0,15.8,32.3,16.5,38.2,13.7,8.1,8.3
93540.0,6.6,18.3,48.8,25.3,8.7,5.6,5.5
39392.0,20.3,40.4,14.6,35.7,14.6,12.5,10.7
32692.0,33.4,31.6,11.4,42.4,17.6,10.9,9.4
42785.0,22.0,37.4,12.6,37.7,17.5,10.7,8.9
47658.0,15.3,37.7,13.3,37.0,15.1,12.6,10.5
64399.0,12.1,27.9,27.9,37.9,12.3,8.0,8.3
39578.0,18.8,40.7,12.4,38.3,17.4,13.9,12.0
43031.0,18.8,43.5,14.3,39.5,14.4,11.7,9.7
48998.0,14.3,48.5,17.3,34.6,13.8,10.3,10.0
55174.0,12.3,34.5,24.8,33.8,11.1,8.6,8.0
48809.0,13.0,46.6,16.2,35.6,12.4,9.2,8.4
80834.0,5.9,27.2,36.3,30.7,10.1,6.8,5.9
56738.0,8.4,31.4,24.3,35.9,10.5,6.9,7.6
75048.0,11.5,29.7,29.8,27.8,10.6,7.1,6.4
66937.0,7.4,33.6,20.6,33.1,10.6,8.5,7.8
49829.0,16.9,41.4,12.3,39.0,15.6,8.7,9.1
46512.0,16.5,44.2,15.9,35.0,11.9,9.6,8.6
41213.0,19.0,48.0,16.8,35.1,15.2,13.7,11.1
53632.0,11.3,43.5,15.4,36.5,12.2,9.8,9.0
58975.0,10.3,33.9,24.4,29.8,14.8,10.5,10.6
39882.0,25.7,33.7,14.2,33.2,15.8,8.5,9.5
55384.0,13.0,40.6,12.8,32.4,13.4,10.6,8.9
56535.0,11.0,33.0,28.2,33.6,10.4,6.2,7.7
30144.0,31.4,37.8,7.6,40.5,19.2,18.2,13.9
42074.0,18.2,36.3,15.3,39.6,13.5,10.7,9.9
71874.0,7.4,32.3,28.7,31.2,11.0,8.1,8.0
57441.0,11.7,43.8,19.6,32.9,12.2,9.5,7.7
51709.0,15.5,40.3,14.8,37.3,14.4,12.6,10.0
50568.0,14.1,44.8,14.8,37.8,13.5,10.7,9.5
50002.0,12.9,47.9,13.6,40.6,13.8,10.9,9.6
42205.0,16.9,34.9,18.3,36.4,15.1,9.1,9.7
43079.0,18.1,29.9,29.5,33.8,10.8,8.9,7.7
73315.0,8.4,33.3,22.0,33.6,8.9,6.6,5.9
35293.0,23.9,44.2,11.4,38.9,15.5,13.8,11.3
87096.0,7.5,23.8,31.9,31.1,9.7,5.3,5.4
48121.0,18.7,32.6,19.6,43.2,14.3,7.8,7.8
44395.0,19.6,42.9,12.7,35.3,13.6,10.3,8.7
38274.0,22.3,41.3,11.0,38.2,18.7,11.1,9.5
45254.0,16.6,34.5,18.4,35.7,12.3,9.9,8.5
100374.0,7.3,19.6,55.2,21.0,7.5,4.8,5.1
51534.0,16.4,44.9,12.3,39.2,12.9,11.4,9.1
56981.0,10.3,45.1,14.7,36.6,11.0,8.1,8.3
39574.0,20.5,45.1,12.6,42.2,19.0,11.8,10.0
42774.0,15.9,39.3,11.2,36.8,14.3,12.7,10.4
46864.0,16.3,32.8,18.7,34.2,12.9,9.3,8.5
53478.0,16.5,28.1,30.6,30.5,11.0,9.2,7.2
53138.0,14.4,39.9,15.6,34.9,12.0,9.9,8.7
54441.0,12.0,30.2,38.6,26.3,9.8,7.5,7.4
38680.0,20.1,40.6,9.9,38.8,16.9,12.6,12.1
55079.0,12.5,25.2,23.5,25.8,11.9,8.3,8.5
48410.0,13.4,33.1,26.6,31.1,12.3,8.0,9.2
73468.0,7.6,33.8,17.7,37.9,9.3,5.8,6.4
54351.0,13.0,33.4,13.8,37.5,13.1,8.5,8.5
35778.0,20.7,41.9,11.3,38.2,15.8,13.8,11.4
34442.0,20.8,24.4,16.9,34.3,13.2,10.6,9.1
51141.0,14.1,38.4,16.9,36.6,12.4,10.6,8.6
46578.0,17.0,30.9,17.2,33.4,14.7,10.6,10.3
50785.0,13.7,37.7,16.5,35.5,15.6,9.7,9.2
41919.0,21.2,36.7,12.7,40.0,16.9,7.0,8.4
55603.0,7.8,28.1,31.3,34.3,11.3,7.0,8.1
30950.0,28.4,32.7,9.7,44.3,17.7,15.9,12.1
39702.0,20.8,40.6,15.0,38.5,15.1,11.4,10.9
48342.0,12.6,37.7,18.9,27.2,10.2,7.7,7.8
32814.0,26.0,41.9,12.7,46.2,20.4,10.0,9.5
56170.0,10.6,37.5,25.1,38.5,10.2,6.8,7.3
65234.0,12.3,22.6,32.0,29.8,9.6,6.6,6.4
48421.0,13.4,48.9,18.4,36.5,13.4,10.6,9.7
50999.0,12.3,45.5,19.0,36.5,11.5,8.8,8.0
63677.0,9.7,31.5,26.1,32.0,10.7,7.9,7.9
48758.0,13.2,25.7,25.2,27.4,11.8,9.6,9.9
81061.0,7.3,21.3,36.8,27.2,9.6,6.6,6.7
40639.0,15.5,45.8,16.2,38.8,15.0,11.9,10.6
57676.0,10.3,29.2,28.8,29.6,10.8,8.4,8.4
64536.0,11.3,24.1,41.3,28.3,9.7,6.7,6.3
86715.0,8.0,22.7,45.0,24.7,9.4,7.2,6.8
63689.0,11.3,36.3,28.7,29.5,10.4,8.2,7.3
50149.0,14.8,36.2,15.3,37.3,14.9,9.9,9.1
51394.0,14.4,27.2,16.4,35.1,11.9,6.8,7.0
52165.0,12.1,46.1,15.2,38.8,13.2,9.7,8.4
60082.0,11.0,30.5,29.3,37.5,10.3,5.7,7.2
44919.0,25.7,26.4,18.4,41.7,16.6,6.2,7.2
49845.0,10.5,31.4,15.2,37.8,12.9,7.5,7.3
68724.0,7.3,36.1,20.4,35.6,11.5,7.8,7.0
44171.0,14.5,30.2,23.7,26.4,11.6,7.1,7.6
43096.0,22.5,34.6,24.3,33.5,12.1,9.6,7.6
54524.0,22.0,39.2,19.3,34.9,14.0,9.9,8.4
47191.0,13.3,43.9,19.8,35.6,13.7,10.8,10.0
59813.0,9.9,43.6,17.4,28.5,10.6,6.3,8.0
80189.0,10.1,25.9,27.4,37.9,10.2,5.5,5.6
51070.0,18.3,28.8,41.3,31.2,10.0,8.2,6.6
51338.0,16.1,38.0,18.0,32.1,13.6,9.9,8.4
